ID,Review,Sentiment,Length,PunctuationCount,UppercaseCount,SentimentScore,Source,ProductID
839,It's alright but could be better.,Neutral,6,1,1,0,Website B,1637
996,"It works as expected, no complaints.",Neutral,6,2,1,0,Website C,1312
274,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website C,1945
695,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website A,1322
266,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1434
606,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website C,1696
972,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1636
263,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1544
206,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1143
464,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website B,1797
711,"The product is okay, nothing special.",Neutral,6,2,1,0,Website B,1477
148,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1324
939,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1788
123,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1062
875,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1905
293,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1364
1000,"The product is okay, nothing special.",Neutral,6,2,1,0,Website A,1513
376,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1133
541,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website B,1467
519,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website C,1640
873,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1102
352,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1270
960,It's alright but could be better.,Neutral,6,1,1,0,Website B,1992
818,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website B,1114
712,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1790
748,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website A,1805
701,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website C,1337
220,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1743
795,It's alright but could be better.,Neutral,6,1,1,0,Website C,1378
390,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1192
156,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1082
480,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website B,1467
920,"It works as expected, no complaints.",Neutral,6,2,1,0,Website B,1583
833,It's alright but could be better.,Neutral,6,1,1,0,Website C,1043
739,"It works as expected, no complaints.",Neutral,6,2,1,0,Website B,1454
404,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website B,1506
908,"It works as expected, no complaints.",Neutral,6,2,1,0,Website C,1273
535,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website B,1606
35,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1496
331,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1094
720,It's alright but could be better.,Neutral,6,1,1,0,Website A,1170
973,"The product is okay, nothing special.",Neutral,6,2,1,0,Website C,1832
125,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1449
788,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website B,1056
318,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1067
852,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website B,1055
442,One star. Would not buy again.,Negative,6,2,2,-1,Website B,1032
149,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1228
802,It's alright but could be better.,Neutral,6,1,1,0,Website B,1766
678,One star. Would not buy again.,Negative,6,2,2,-1,Website A,1647
282,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website C,1809
441,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website B,1097
76,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1462
361,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website C,1118
774,"The product is okay, nothing special.",Neutral,6,2,1,0,Website A,1607
478,One star. Would not buy again.,Negative,6,2,2,-1,Website A,1829
647,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website A,1192
395,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1769
710,It's alright but could be better.,Neutral,6,1,1,0,Website A,1696
805,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website A,1845
25,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1679
580,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1564
354,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1872
906,"The product is okay, nothing special.",Neutral,6,2,1,0,Website A,1617
283,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1339
203,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1161
505,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website A,1633
587,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website B,1943
255,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1565
785,It's alright but could be better.,Neutral,6,1,1,0,Website C,1219
113,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1108
775,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1609
773,It's alright but could be better.,Neutral,6,1,1,0,Website B,1166
344,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1570
69,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website A,1020
308,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1676
705,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1782
16,Exceeded my expectations in every way.,Positive,6,1,1,1,Website A,1581
420,One star. Would not buy again.,Negative,6,2,2,-1,Website B,1264
326,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1671
270,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website C,1593
755,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website C,1957
592,One star. Would not buy again.,Negative,6,2,2,-1,Website C,1771
64,Exceeded my expectations in every way.,Positive,6,1,1,1,Website C,1400
242,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website B,1408
190,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1084
57,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1295
437,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1983
479,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website B,1445
260,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1046
789,It's alright but could be better.,Neutral,6,1,1,0,Website B,1477
358,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1402
827,It's alright but could be better.,Neutral,6,1,1,0,Website C,1185
935,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1699
117,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1069
188,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1369
332,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1309
737,It's alright but could be better.,Neutral,6,1,1,0,Website C,1772
702,"It works as expected, no complaints.",Neutral,6,2,1,0,Website C,1261
219,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1730
50,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1574
250,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1560
993,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website A,1844
280,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website C,1799
288,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1592
905,"The product is okay, nothing special.",Neutral,6,2,1,0,Website A,1032
410,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website C,1769
633,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website A,1729
91,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1343
55,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1412
590,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website B,1581
803,"The product is okay, nothing special.",Neutral,6,2,1,0,Website C,1376
323,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website C,1911
158,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1132
41,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1502
753,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website B,1863
680,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website C,1083
877,It's alright but could be better.,Neutral,6,1,1,0,Website B,1753
689,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website B,1041
779,"The product is okay, nothing special.",Neutral,6,2,1,0,Website A,1586
15,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1949
298,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1528
666,One star. Would not buy again.,Negative,6,2,2,-1,Website A,1155
325,Exceeded my expectations in every way.,Positive,6,1,1,1,Website A,1698
869,It's alright but could be better.,Neutral,6,1,1,0,Website C,1109
111,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1435
679,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website A,1378
136,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1405
102,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1682
153,Exceeded my expectations in every way.,Positive,6,1,1,1,Website A,1690
867,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website A,1119
532,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website C,1154
347,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1175
143,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1212
942,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website C,1235
4,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website C,1349
152,Exceeded my expectations in every way.,Positive,6,1,1,1,Website A,1985
638,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website B,1521
546,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website B,1523
432,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website A,1086
216,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1716
520,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website B,1583
45,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website C,1555
393,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1459
387,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1455
919,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1858
808,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1455
938,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website B,1204
490,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website B,1621
936,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website A,1095
565,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website B,1131
581,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website A,1891
62,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website C,1065
500,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website A,1240
112,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website A,1763
343,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website C,1888
857,"It works as expected, no complaints.",Neutral,6,2,1,0,Website B,1300
182,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1961
461,One star. Would not buy again.,Negative,6,2,2,-1,Website A,1119
913,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1016
336,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1372
756,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1517
342,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1276
612,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1800
268,Exceeded my expectations in every way.,Positive,6,1,1,1,Website A,1554
453,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website A,1235
676,One star. Would not buy again.,Negative,6,2,2,-1,Website C,1017
63,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1122
959,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1293
484,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website C,1828
975,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website A,1578
894,It's alright but could be better.,Neutral,6,1,1,0,Website C,1884
790,It's alright but could be better.,Neutral,6,1,1,0,Website B,1721
815,It's alright but could be better.,Neutral,6,1,1,0,Website A,1824
384,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1322
20,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1810
844,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website B,1570
119,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1099
832,"It works as expected, no complaints.",Neutral,6,2,1,0,Website A,1032
226,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1325
909,"The product is okay, nothing special.",Neutral,6,2,1,0,Website C,1481
835,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1794
594,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website A,1359
901,"It works as expected, no complaints.",Neutral,6,2,1,0,Website A,1275
416,One star. Would not buy again.,Negative,6,2,2,-1,Website B,1084
329,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website C,1373
517,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1147
579,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1830
574,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1689
251,Great quality and excellent customer service.,Positive,6,1,1,1,Website A,1718
476,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1478
987,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1283
107,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1275
253,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1135
485,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1412
327,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website C,1117
812,"The product is okay, nothing special.",Neutral,6,2,1,0,Website B,1745
375,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1883
998,It's alright but could be better.,Neutral,6,1,1,0,Website A,1072
236,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1789
690,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website A,1997
249,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1898
370,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website B,1513
151,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1309
642,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1308
198,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1228
625,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website C,1690
651,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1164
108,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website A,1947
724,"It works as expected, no complaints.",Neutral,6,2,1,0,Website A,1860
718,"It works as expected, no complaints.",Neutral,6,2,1,0,Website A,1450
60,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1739
841,"It works as expected, no complaints.",Neutral,6,2,1,0,Website C,1438
588,One star. Would not buy again.,Negative,6,2,2,-1,Website B,1717
799,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1375
558,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website A,1842
628,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website B,1745
564,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website C,1877
456,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website A,1310
855,It's alright but could be better.,Neutral,6,1,1,0,Website C,1307
650,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website B,1789
889,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website A,1080
602,One star. Would not buy again.,Negative,6,2,2,-1,Website B,1791
496,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1764
814,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1301
826,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1138
899,"It works as expected, no complaints.",Neutral,6,2,1,0,Website A,1089
515,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website A,1586
426,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website C,1689
133,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website C,1963
549,One star. Would not buy again.,Negative,6,2,2,-1,Website C,1553
197,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1859
313,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1600
460,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1151
961,"The product is okay, nothing special.",Neutral,6,2,1,0,Website B,1126
956,"It works as expected, no complaints.",Neutral,6,2,1,0,Website A,1562
168,Exceeded my expectations in every way.,Positive,6,1,1,1,Website C,1582
166,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1472
988,"The product is okay, nothing special.",Neutral,6,2,1,0,Website B,1517
892,"The product is okay, nothing special.",Neutral,6,2,1,0,Website B,1778
703,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website B,1066
640,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1973
397,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1443
714,"The product is okay, nothing special.",Neutral,6,2,1,0,Website A,1736
943,It's alright but could be better.,Neutral,6,1,1,0,Website B,1613
831,It's alright but could be better.,Neutral,6,1,1,0,Website A,1399
314,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website B,1909
362,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1333
823,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website A,1358
798,"The product is okay, nothing special.",Neutral,6,2,1,0,Website A,1020
772,It's alright but could be better.,Neutral,6,1,1,0,Website A,1005
578,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website A,1476
506,One star. Would not buy again.,Negative,6,2,2,-1,Website A,1071
912,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1093
828,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website C,1314
59,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1130
161,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1206
741,"The product is okay, nothing special.",Neutral,6,2,1,0,Website B,1500
595,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website A,1471
233,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website C,1438
983,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1297
289,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website B,1192
846,It's alright but could be better.,Neutral,6,1,1,0,Website C,1080
708,"It works as expected, no complaints.",Neutral,6,2,1,0,Website C,1204
488,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1917
27,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website C,1684
731,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website C,1039
36,Exceeded my expectations in every way.,Positive,6,1,1,1,Website C,1831
933,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1863
910,It's alright but could be better.,Neutral,6,1,1,0,Website A,1007
489,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website B,1731
417,One star. Would not buy again.,Negative,6,2,2,-1,Website C,1091
75,Exceeded my expectations in every way.,Positive,6,1,1,1,Website C,1757
494,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website B,1647
290,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1521
686,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website A,1271
728,It's alright but could be better.,Neutral,6,1,1,0,Website B,1893
137,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1416
921,It's alright but could be better.,Neutral,6,1,1,0,Website B,1800
457,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1508
599,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website A,1846
886,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website B,1260
871,"It works as expected, no complaints.",Neutral,6,2,1,0,Website B,1766
719,It's alright but could be better.,Neutral,6,1,1,0,Website B,1623
218,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1211
764,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1349
760,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1413
675,One star. Would not buy again.,Negative,6,2,2,-1,Website A,1514
941,"It works as expected, no complaints.",Neutral,6,2,1,0,Website A,1093
736,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1690
673,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website C,1754
971,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website C,1549
412,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1709
641,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1522
550,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website A,1333
423,One star. Would not buy again.,Negative,6,2,2,-1,Website A,1402
240,Exceeded my expectations in every way.,Positive,6,1,1,1,Website C,1319
791,It's alright but could be better.,Neutral,6,1,1,0,Website A,1857
235,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1211
842,"The product is okay, nothing special.",Neutral,6,2,1,0,Website C,1630
929,It's alright but could be better.,Neutral,6,1,1,0,Website A,1340
786,It's alright but could be better.,Neutral,6,1,1,0,Website A,1102
691,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website B,1351
669,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website C,1271
77,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website B,1421
865,"It works as expected, no complaints.",Neutral,6,2,1,0,Website C,1348
529,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website B,1459
757,"It works as expected, no complaints.",Neutral,6,2,1,0,Website C,1028
610,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1483
977,"It works as expected, no complaints.",Neutral,6,2,1,0,Website A,1196
89,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website C,1123
947,It's alright but could be better.,Neutral,6,1,1,0,Website A,1051
9,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1321
851,It's alright but could be better.,Neutral,6,1,1,0,Website B,1506
677,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website B,1842
649,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website B,1748
99,Exceeded my expectations in every way.,Positive,6,1,1,1,Website C,1790
752,"It works as expected, no complaints.",Neutral,6,2,1,0,Website B,1143
811,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website C,1998
618,One star. Would not buy again.,Negative,6,2,2,-1,Website C,1942
498,One star. Would not buy again.,Negative,6,2,2,-1,Website B,1723
409,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website C,1533
372,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1629
856,"It works as expected, no complaints.",Neutral,6,2,1,0,Website C,1720
13,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1072
945,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website B,1687
380,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1736
563,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website A,1260
932,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website A,1819
754,It's alright but could be better.,Neutral,6,1,1,0,Website A,1835
991,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website B,1632
627,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website C,1107
927,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website B,1675
979,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website A,1636
525,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1951
199,Exceeded my expectations in every way.,Positive,6,1,1,1,Website C,1797
575,One star. Would not buy again.,Negative,6,2,2,-1,Website B,1503
243,Great quality and excellent customer service.,Positive,6,1,1,1,Website A,1190
54,Great quality and excellent customer service.,Positive,6,1,1,1,Website A,1136
301,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1734
455,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website B,1925
391,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1861
746,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website C,1241
144,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1877
968,It's alright but could be better.,Neutral,6,1,1,0,Website A,1664
258,Great quality and excellent customer service.,Positive,6,1,1,1,Website A,1567
257,Great quality and excellent customer service.,Positive,6,1,1,1,Website A,1536
86,Exceeded my expectations in every way.,Positive,6,1,1,1,Website C,1106
234,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website C,1592
820,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website C,1158
866,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1722
360,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website C,1098
652,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website C,1129
447,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website B,1434
672,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website B,1096
615,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1653
571,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1834
205,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1790
634,One star. Would not buy again.,Negative,6,2,2,-1,Website C,1884
687,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website A,1329
555,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website B,1726
383,Exceeded my expectations in every way.,Positive,6,1,1,1,Website A,1066
127,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1018
684,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website C,1587
713,"It works as expected, no complaints.",Neutral,6,2,1,0,Website C,1056
139,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1604
487,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website A,1906
548,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website C,1087
97,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1364
202,Exceeded my expectations in every way.,Positive,6,1,1,1,Website A,1879
783,"The product is okay, nothing special.",Neutral,6,2,1,0,Website B,1924
392,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website A,1090
338,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1340
231,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1154
589,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website B,1353
208,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1666
405,One star. Would not buy again.,Negative,6,2,2,-1,Website A,1829
367,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1762
853,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1142
860,It's alright but could be better.,Neutral,6,1,1,0,Website C,1146
172,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1395
228,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website A,1269
709,It's alright but could be better.,Neutral,6,1,1,0,Website A,1092
359,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1789
335,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website C,1120
